transaction_id,store_id,customer_id,trip_id,channel_id,transaction_timestamp,sku_id,promo_id,quantity,unit_sales_price,gross_amount,discount_amount,net_amount,payment_method_id
32,3127,74651,1381996,NULL,"2011-01-13 13:10:28",27586911,ISD-201101-27586911,1,0.0000,0.0000,0.0000,0.0000,NULL
33,3127,74651,1381996,NULL,"2011-01-13 13:10:28",33973011,ISD-201101-33973011,1,0.0000,0.0000,0.0000,0.0000,NULL
34,9420,76060,594744,NULL,"2010-01-06 14:43:37",30578715,ISD-201001-30578715,1,12.9900,12.9900,0.3897,12.6003,NULL
35,9420,76060,594744,NULL,"2010-01-06 14:43:37",32855011,ISD-201001-32855011,1,0.0000,0.0000,0.0000,0.0000,NULL
36,9420,76060,863156,NULL,"2010-01-09 14:58:12",1052264,ISD-201001-1052264,1,6.0000,6.0000,0.1800,5.8200,NULL
37,3151,78073,864481,NULL,"2010-01-17 12:49:02",1060053,ISD-201001-1060053,1,16.9900,16.9900,0.6796,16.3104,NULL
38,3155,78437,862641,NULL,"2010-01-07 09:22:45",33002439,,-1,19.9900,-19.9900,0.0000,-19.9900,NULL
39,7552,78437,1469694,NULL,"2011-01-03 17:27:03",2508995,ISD-201101-2508995,1,9.9900,9.9900,0.2997,9.6903,NULL
40,3842,105680,594111,NULL,"2010-01-03 14:39:45",8743111,ISD-201001-8743111,1,5.9900,5.9900,0.1797,5.8103,NULL
41,3174,106909,1143591,NULL,"2010-01-19 17:01:11",54013211,OF-166817,1,12.9900,12.9900,1.9485,11.0415,NULL
42,9746,117614,595956,NULL,"2010-01-14 12:34:54",44223513,ISD-201001-44223513,1,1.1900,1.1900,0.0357,1.1543,NULL
43,7481,134442,957483,NULL,"2011-01-22 20:44:01",6005511,ISD-201101-6005511,1,3.9900,3.9900,0.1995,3.7905,NULL
44,7481,134442,1143766,NULL,"2010-01-20 12:15:19",96744311,ISD-201001-96744311,1,12.9900,12.9900,1.9485,11.0415,NULL
45,7481,134442,1469822,NULL,"2011-01-06 14:29:42",48874411,ISD-201101-48874411,1,2.8900,2.8900,0.0867,2.8033,NULL
46,3568,135549,1142050,NULL,"2010-01-06 12:28:21",44292216,ISD-201001-44292216,1,1.9900,1.9900,0.0597,1.9303,NULL
47,3862,135820,959676,NULL,"2011-01-31 16:12:29",1876131,ISD-201101-1876131,1,4.5900,4.5900,0.6885,3.9015,NULL
48,3053,148422,1383396,NULL,"2011-01-26 14:45:11",1650813,ISD-201101-1650813,1,5.0000,5.0000,0.1500,4.8500,NULL
49,3053,148422,1383396,NULL,"2011-01-26 14:45:11",77374111,ISD-201101-77374111,1,29.9900,29.9900,1.1996,28.7904,NULL
50,3086,177782,679819,NULL,"2011-01-18 15:03:39",2262436,ISD-201101-2262436,1,9.9900,9.9900,0.3996,9.5904,NULL
51,3086,177782,863710,NULL,"2010-01-13 14:59:08",7542011,ISD-201001-7542011,1,1.9900,1.9900,0.0995,1.8905,NULL
52,3086,177782,863710,NULL,"2010-01-13 14:59:08",41261011,ISD-201001-41261011,1,1.9900,1.9900,0.0597,1.9303,NULL
53,3725,189727,412331,NULL,"2011-01-30 14:40:55",58741111,ISD-201101-58741111,1,2.9900,2.9900,0.2990,2.6910,NULL
54,3276,191274,1380498,NULL,"2011-01-02 17:40:48",2176056,ISD-201101-2176056,1,8.9900,8.9900,0.3596,8.6304,NULL
55,3725,192794,171101,NULL,"2011-01-11 20:28:35",2634405,ISD-201101-2634405,1,6.9900,6.9900,1.0485,5.9415,NULL
56,3376,194498,1456715,NULL,"2010-01-02 19:40:37",10697311,ISD-201001-10697311,1,3.5900,3.5900,0.1795,3.4105,NULL
57,3141,198346,405212,NULL,"2011-01-02 14:38:02",1142737,ISD-201101-1142737,1,4.1900,4.1900,0.1257,4.0643,NULL
58,3141,198346,1211273,NULL,"2011-01-25 19:59:24",2338816,ISD-201101-2338816,1,8.7900,8.7900,4.3950,4.3950,NULL
59,3141,198346,1497498,NULL,"2010-01-21 13:22:18",23002787,ISD-201001-23002787,1,16.9900,16.9900,0.5097,16.4803,NULL
60,3141,198346,1497498,NULL,"2010-01-21 13:22:18",43435350,ISD-201001-43435350,1,5.9900,5.9900,0.1797,5.8103,NULL
61,4721,218027,957730,NULL,"2011-01-23 11:58:27",1416064,ISD-201101-1416064,1,3.1900,3.1900,0.1276,3.0624,NULL
62,4721,218027,957730,NULL,"2011-01-23 11:58:27",19173611,ISD-201101-19173611,1,9.9900,9.9900,0.3996,9.5904,NULL
63,3501,219257,596473,NULL,"2010-01-18 14:58:38",6005611,ISD-201001-6005611,1,12.4900,12.4900,0.6245,11.8655,NULL
64,3501,219257,596473,NULL,"2010-01-18 14:58:38",36350711,ISD-201001-36350711,1,2.4900,2.4900,0.1245,2.3655,NULL
65,3501,219257,1383378,NULL,"2011-01-26 13:23:48",61932111,ISD-201101-61932111,1,3.2900,3.2900,0.8225,2.4675,NULL
66,3501,219257,1497528,NULL,"2010-01-25 19:19:56",29782411,ISD-201001-29782411,1,4.7900,4.7900,0.7185,4.0715,NULL
67,9416,221305,1207117,NULL,"2011-01-01 20:23:08",92810011,ISD-201101-92810011,1,7.4900,7.4900,0.2247,7.2653,NULL
68,7390,221305,1210855,NULL,"2011-01-22 13:00:25",82042111,ISD-201101-82042111,1,4.9900,4.9900,0.1497,4.8403,NULL
69,3424,221305,1340536,NULL,"2010-01-04 12:59:28",10697311,ISD-201001-10697311,1,3.5900,3.5900,0.1795,3.4105,NULL
70,7390,221305,1340962,NULL,"2010-01-10 14:30:21",24297312,ISD-201001-24297312,1,21.9900,21.9900,0.6597,21.3303,NULL
71,7390,221305,1456934,NULL,"2010-01-16 18:31:34",13167611,OF-202044,1,8.9900,8.9900,0.3596,8.6304,NULL
72,7708,235682,1341683,NULL,"2010-01-21 15:38:30",14366011,ISD-201001-14366011,1,0.9900,0.9900,0.0297,0.9603,NULL
73,7606,245930,958386,NULL,"2011-01-26 16:34:06",20681311,ISD-201101-20681311,1,1.2900,1.2900,0.0387,1.2513,NULL
74,4292,246262,406185,NULL,"2011-01-05 08:45:18",2825567,ISD-201101-2825567,1,7.9800,7.9800,0.3192,7.6608,NULL
75,7390,250198,1382332,NULL,"2011-01-15 14:07:30",47116812,ISD-201101-47116812,1,12.4900,12.4900,1.2490,11.2410,NULL
76,7390,250198,1382332,NULL,"2011-01-15 14:07:30",58741111,ISD-201101-58741111,1,2.9900,2.9900,0.2990,2.6910,NULL
77,3531,257800,866534,NULL,"2010-01-30 11:39:35",44611223,ISD-201001-44611223,1,39.9900,39.9900,1.1997,38.7903,NULL
78,9392,258736,1210489,NULL,"2011-01-20 15:39:43",46793511,ISD-201101-46793511,1,2.1900,2.1900,0.0657,2.1243,NULL
79,4457,259370,1383937,NULL,"2011-01-31 16:28:54",1020111,ISD-201101-1020111,1,11.4900,11.4900,0.3447,11.1453,NULL
80,3842,259837,411792,NULL,"2011-01-28 15:39:55",1650277,ISD-201101-1650277,1,5.7900,5.7900,0.2895,5.5005,NULL
81,4751,260605,678442,NULL,"2011-01-12 18:38:23",2934670,ISD-201101-2934670,1,5.9900,5.9900,0.2995,5.6905,NULL
82,4751,260605,1383914,NULL,"2011-01-31 12:47:23",76913411,ISD-201101-76913411,1,59.9900,59.9900,1.7997,58.1903,NULL
83,4819,269445,863310,NULL,"2010-01-10 17:15:05",2993711,ISD-201001-2993711,1,1.1900,1.1900,0.0476,1.1424,NULL
84,4819,269445,863310,NULL,"2010-01-10 17:15:05",96254011,ISD-201001-96254011,1,11.9900,11.9900,0.3597,11.6303,NULL
85,4364,269940,1142112,NULL,"2010-01-06 11:10:52",1059593,ISD-201001-1059593,1,21.9900,21.9900,0.8796,21.1104,NULL
86,4364,269940,1143731,NULL,"2010-01-20 20:46:35",1176674,ISD-201001-1176674,1,26.9900,26.9900,0.8097,26.1803,NULL
87,3945,272015,957670,NULL,"2011-01-23 12:08:14",41419811,ISD-201101-41419811,1,2.2900,2.2900,0.3435,1.9465,NULL
88,3945,272015,1142861,NULL,"2010-01-13 18:55:50",82284611,ISD-201001-82284611,1,23.9900,23.9900,4.7980,19.1920,NULL
89,3945,272015,1380442,NULL,"2011-01-01 15:37:05",2233449,ISD-201101-2233449,1,1.9900,1.9900,0.0995,1.8905,NULL
90,3945,272015,1470363,NULL,"2011-01-23 20:22:34",29306411,ISD-201101-29306411,1,4.4900,4.4900,0.4490,4.0410,NULL
91,3945,276520,681774,NULL,"2011-01-26 11:29:13",2151083,ISD-201101-2151083,1,7.9800,7.9800,0.3990,7.5810,NULL
92,3945,276520,682159,NULL,"2011-01-28 00:00:01",8001773,ISD-201101-8001773,1,19.9900,19.9900,3.9980,15.9920,NULL
93,3945,276520,1341710,NULL,"2010-01-22 13:49:06",42902419,ISD-201001-42902419,1,9.9900,9.9900,0.3996,9.5904,NULL
94,3945,276520,1341710,NULL,"2010-01-22 13:49:06",43009004,ISD-201001-43009004,1,24.9900,24.9900,2.4990,22.4910,NULL
95,3725,281922,952721,NULL,"2011-01-05 11:42:51",25880311,ISD-201101-25880311,1,10.9900,10.9900,0.3297,10.6603,NULL
96,3725,281922,1143810,NULL,"2010-01-21 16:00:38",1578268,ISD-201001-1578268,1,5.9900,5.9900,0.2396,5.7504,NULL
97,3725,281922,1143810,NULL,"2010-01-21 16:00:38",19764923,ISD-201001-19764923,1,5.9900,5.9900,0.2995,5.6905,NULL
98,3725,281922,1211797,NULL,"2011-01-28 13:58:54",38590911,ISD-201101-38590911,1,3.4900,3.4900,0.1745,3.3155,NULL
99,3130,290360,594601,NULL,"2010-01-06 00:00:01",37149213,ISD-201001-37149213,1,8.9900,8.9900,1.7980,7.1920,NULL
100,3982,294698,596750,NULL,"2010-01-19 10:36:01",1664975,ISD-201001-1664975,1,3.9900,3.9900,0.1197,3.8703,NULL
101,3086,303739,1381922,NULL,"2011-01-12 18:31:20",2034493,ISD-201101-2034493,1,1.9900,1.9900,0.0796,1.9104,NULL
102,3968,312619,1144530,NULL,"2010-01-27 18:17:31",41443713,ISD-201001-41443713,1,3.7900,3.7900,0.1137,3.6763,NULL
103,3117,315153,958638,NULL,"2011-01-28 14:54:10",25086117,ISD-201101-25086117,1,19.9900,19.9900,0.9995,18.9905,NULL
104,3117,315153,958638,NULL,"2011-01-28 14:54:10",43587849,ISD-201101-43587849,1,19.9900,19.9900,1.9990,17.9910,NULL
105,3945,315663,1380722,NULL,"2011-01-04 13:44:20",2379151,ISD-201101-2379151,1,3.2900,3.2900,0.1316,3.1584,NULL
106,9551,320175,956838,NULL,"2011-01-20 12:29:28",52523311,ISD-201101-52523311,1,3.1900,3.1900,0.3190,2.8710,NULL
107,3916,321483,959040,NULL,"2011-01-29 16:29:59",2142583,ISD-201101-2142583,1,16.9900,16.9900,1.6990,15.2910,NULL
108,3916,321483,1209529,NULL,"2011-01-15 12:57:01",30507111,ISD-201101-30507111,1,3.9900,3.9900,0.1995,3.7905,NULL
109,3916,321483,1209529,NULL,"2011-01-15 12:57:01",67539911,ISD-201101-67539911,1,2.9900,2.9900,0.0897,2.9003,NULL
110,9551,321596,955623,NULL,"2011-01-15 18:04:24",2461048,ISD-201101-2461048,1,19.9900,19.9900,1.9990,17.9910,NULL
111,4721,331775,319062,NULL,"2010-01-08 15:42:07",1415058,ISD-201001-1415058,1,149.9900,149.9900,5.9996,143.9904,NULL
112,4721,331775,319062,NULL,"2010-01-08 15:42:07",1415058,,-1,149.9900,-149.9900,0.0000,-149.9900,NULL
113,4721,331775,595655,NULL,"2010-01-12 13:56:04",11409214,ISD-201001-11409214,1,1.2900,1.2900,0.2580,1.0320,NULL
114,3842,339144,1211623,NULL,"2011-01-27 12:06:52",2154079,ISD-201101-2154079,1,6.9800,6.9800,0.2792,6.7008,NULL
115,4705,341217,679901,NULL,"2011-01-18 17:38:44",1599011,ISD-201101-1599011,1,1.0000,1.0000,0.0500,0.9500,NULL
116,9551,341827,1456731,NULL,"2010-01-02 10:23:18",36050711,ISD-201001-36050711,1,2.4900,2.4900,0.0747,2.4153,NULL
117,9551,341827,1456731,NULL,"2010-01-02 10:23:18",40642211,ISD-201001-40642211,1,9.9900,9.9900,0.2997,9.6903,NULL
118,7098,343905,1211041,NULL,"2011-01-23 19:07:01",97548815,ISD-201101-97548815,1,13.9900,13.9900,0.6995,13.2905,NULL
119,7098,343905,1342342,NULL,"2010-01-31 16:05:50",32168411,ISD-201001-32168411,1,24.9900,24.9900,0.9996,23.9904,NULL
120,3501,351079,863834,NULL,"2010-01-14 10:59:50",4128018,ISD-201001-4128018,1,3.5900,3.5900,0.1077,3.4823,NULL
121,3842,354715,320850,NULL,"2010-01-19 14:58:28",77674111,ISD-201001-77674111,1,1.9900,1.9900,0.0597,1.9303,NULL
122,3696,355056,408305,NULL,"2011-01-14 18:59:04",44178611,ISD-201101-44178611,1,0.5900,0.5900,0.0295,0.5605,NULL
123,3696,355056,1382889,NULL,"2011-01-21 17:18:23",2025966,ISD-201101-2025966,1,9.2900,9.2900,0.2787,9.0113,NULL
124,3483,359546,1340983,NULL,"2010-01-11 17:27:26",54022911,ISD-201001-54022911,1,0.5000,0.5000,0.0200,0.4800,NULL
125,3483,372919,865405,NULL,"2010-01-23 10:33:27",17953411,ISD-201001-17953411,1,4.3900,4.3900,0.1756,4.2144,NULL
126,4845,397042,319076,NULL,"2010-01-08 10:34:17",34623311,ISD-201001-34623311,1,1.2900,1.2900,0.0387,1.2513,NULL
127,4713,400487,864990,NULL,"2010-01-20 13:13:15",1375948,ISD-201001-1375948,1,11.9900,11.9900,0.3597,11.6303,NULL
128,4713,400487,864990,NULL,"2010-01-20 13:13:15",48034511,ISD-201001-48034511,1,6.2900,6.2900,0.2516,6.0384,NULL
129,4713,400487,864990,NULL,"2010-01-20 13:13:15",53129211,ISD-201001-53129211,1,3.9900,3.9900,0.1596,3.8304,NULL
130,4713,400487,1208228,NULL,"2011-01-07 15:01:46",48445311,ISD-201101-48445311,1,4.2900,4.2900,0.2145,4.0755,NULL
131,4405,413483,318419,NULL,"2010-01-04 19:47:22",54022911,ISD-201001-54022911,1,0.5000,0.5000,0.0200,0.4800,NULL
132,7147,413483,956354,NULL,"2011-01-18 14:56:13",28802616,ISD-201101-28802616,1,4.1900,4.1900,0.1257,4.0643,NULL
133,7147,413483,956354,NULL,"2011-01-18 14:56:13",33326311,ISD-201101-33326311,1,0.0000,0.0000,0.0000,0.0000,NULL
134,3483,426954,1381204,NULL,"2011-01-08 17:05:54",44518932,OF-393796,1,9.9900,9.9900,0.3996,9.5904,NULL
135,3140,456988,952397,NULL,"2011-01-04 14:33:28",2303153,ISD-201101-2303153,1,3.4900,3.4900,0.1745,3.3155,NULL
136,4429,466652,37736,NULL,"2011-01-21 13:47:44",1459570,ISD-201101-1459570,1,14.9900,14.9900,0.4497,14.5403,NULL
137,4429,466652,173516,NULL,"2011-01-26 14:18:04",1459570,,-1,14.9900,-14.9900,0.0000,-14.9900,NULL
138,3235,474527,1212137,NULL,"2011-01-30 15:17:23",91795811,ISD-201101-91795811,1,1.4900,1.4900,0.0447,1.4453,NULL
139,3874,478515,110303,NULL,"2010-01-23 19:26:33",37616111,ISD-201001-37616111,1,2.1900,2.1900,0.0657,2.1243,NULL
140,3874,478515,110303,NULL,"2010-01-23 19:26:33",41743111,ISD-201001-41743111,1,9.7900,9.7900,0.3916,9.3984,NULL
141,3874,478515,110303,NULL,"2010-01-23 19:26:33",80037411,ISD-201001-80037411,1,6.4900,6.4900,0.3245,6.1655,NULL
142,3573,480280,958431,NULL,"2011-01-27 11:18:40",2309948,ISD-201101-2309948,1,7.9900,7.9900,0.2397,7.7503,NULL
143,3615,481201,321118,NULL,"2010-01-21 07:43:20",10179823,ISD-201001-10179823,1,19.9900,19.9900,0.5997,19.3903,NULL
144,3615,481201,321118,NULL,"2010-01-21 07:43:20",56051611,ISD-201001-56051611,1,5.8900,5.8900,0.1767,5.7133,NULL
145,4893,486301,37109,NULL,"2011-01-09 12:58:44",41644011,ISD-201101-41644011,1,1.0900,1.0900,0.0436,1.0464,NULL
146,3187,489424,13318,NULL,"2010-01-26 19:50:50",43154035,ISD-201001-43154035,1,10.9900,10.9900,0.4396,10.5504,NULL
147,3187,489424,13318,NULL,"2010-01-26 19:50:50",69037519,ISD-201001-69037519,1,19.9900,19.9900,0.5997,19.3903,NULL
148,4349,500043,1469724,NULL,"2011-01-04 12:30:10",41301913,ISD-201101-41301913,1,3.1900,3.1900,0.1276,3.0624,NULL
149,9693,508383,410233,NULL,"2011-01-21 15:12:28",44605911,ISD-201101-44605911,1,1.3900,1.3900,0.0417,1.3483,NULL
150,3140,508383,676495,NULL,"2011-01-04 13:49:19",2964335,ISD-201101-2964335,1,3.9900,3.9900,0.3990,3.5910,NULL
151,3009,516784,958278,NULL,"2011-01-26 10:48:02",2565619,ISD-201101-2565619,1,7.9800,7.9800,0.2394,7.7406,NULL
152,3009,516784,958278,NULL,"2011-01-26 10:48:02",2975443,ISD-201101-2975443,1,14.9900,14.9900,2.2485,12.7415,NULL
153,3009,516784,958278,NULL,"2011-01-26 10:48:02",2975905,ISD-201101-2975905,1,14.9900,14.9900,2.9980,11.9920,NULL
154,4851,520010,318073,NULL,"2010-01-02 15:06:14",18003291,ISD-201001-18003291,1,9.9900,9.9900,0.4995,9.4905,NULL
155,4851,520010,318073,NULL,"2010-01-02 15:06:14",20363211,ISD-201001-20363211,1,3.9900,3.9900,0.1995,3.7905,NULL
156,4851,520010,318073,NULL,"2010-01-02 15:06:14",48298411,ISD-201001-48298411,1,1.9900,1.9900,0.0796,1.9104,NULL
157,4851,520010,318073,NULL,"2010-01-02 15:06:14",53070611,ISD-201001-53070611,1,3.4900,3.4900,0.3490,3.1410,NULL
158,7325,521811,678937,NULL,"2011-01-14 00:00:01",1962936,ISD-201101-1962936,1,2.9800,2.9800,0.2980,2.6820,NULL
159,7325,521811,681131,NULL,"2011-01-23 20:53:24",2122107,ISD-201101-2122107,1,9.9900,9.9900,1.4985,8.4915,NULL
160,7325,521811,866210,NULL,"2010-01-27 15:13:40",20612011,ISD-201001-20612011,1,16.9900,16.9900,0.8495,16.1405,NULL
161,7325,521811,1212069,NULL,"2011-01-29 15:17:48",77970911,ISD-201101-77970911,1,3.1900,3.1900,0.0957,3.0943,NULL
162,4429,522472,1340899,NULL,"2010-01-09 19:20:28",14764211,ISD-201001-14764211,1,0.9900,0.9900,0.0396,0.9504,NULL
163,7120,525400,682036,NULL,"2011-01-27 11:16:04",80642078,ISD-201101-80642078,1,0.9900,0.9900,0.0495,0.9405,NULL
164,4405,527748,863297,NULL,"2010-01-10 15:36:45",24951511,ISD-201001-24951511,1,10.9900,10.9900,0.4396,10.5504,NULL
165,4405,527748,1143533,NULL,"2010-01-18 16:51:27",91658511,ISD-201001-91658511,1,13.9900,13.9900,0.5596,13.4304,NULL
166,4405,527748,1381008,NULL,"2011-01-06 19:06:44",1305242,ISD-201101-1305242,1,5.2900,5.2900,0.5290,4.7610,NULL
167,4405,527748,1381008,NULL,"2011-01-06 19:06:44",2338816,ISD-201101-2338816,1,8.7900,8.7900,4.3950,4.3950,NULL
168,4405,527748,1383934,NULL,"2011-01-31 10:37:44",41419811,ISD-201101-41419811,1,2.2900,2.2900,0.3435,1.9465,NULL
169,3730,530370,1382595,NULL,"2011-01-18 16:01:30",2187616,ISD-201101-2187616,1,5.9900,5.9900,0.2995,5.6905,NULL
170,3351,530446,37763,NULL,"2011-01-22 21:28:09",13996014,ISD-201101-13996014,1,11.4900,11.4900,0.5745,10.9155,NULL
171,3351,530446,37763,NULL,"2011-01-22 21:28:09",20701930,ISD-201101-20701930,1,19.9900,19.9900,0.5997,19.3903,NULL
172,4793,541710,865128,NULL,"2010-01-21 16:08:40",51918611,ISD-201001-51918611,1,1.2500,1.2500,0.0625,1.1875,NULL
173,3561,549896,108637,NULL,"2010-01-08 20:34:22",58293811,ISD-201001-58293811,1,3.1900,3.1900,0.3190,2.8710,NULL
174,4771,553646,411839,NULL,"2011-01-28 16:30:39",67845911,ISD-201101-67845911,1,2.3900,2.3900,0.2390,2.1510,NULL
175,4204,557458,170601,NULL,"2011-01-08 19:25:28",30751811,ISD-201101-30751811,1,0.0000,0.0000,0.0000,0.0000,NULL
176,7677,561153,596829,NULL,"2010-01-19 00:00:01",54531311,ISD-201001-54531311,1,139.9900,139.9900,4.1997,135.7903,NULL
177,3833,584731,594105,NULL,"2010-01-03 11:01:19",32130811,ISD-201001-32130811,1,2.9900,2.9900,0.1196,2.8704,NULL
178,3051,600300,13434,NULL,"2010-01-29 18:30:22",20622111,ISD-201001-20622111,1,9.9900,9.9900,0.2997,9.6903,NULL
179,3051,600300,13434,NULL,"2010-01-29 18:30:22",53058511,ISD-201001-53058511,1,0.0000,0.0000,0.0000,0.0000,NULL
180,3912,600859,169692,NULL,"2011-01-03 16:02:35",2338816,ISD-201101-2338816,1,8.7900,8.7900,4.3950,4.3950,NULL
181,3546,601809,109153,NULL,"2010-01-13 17:15:09",13959418,ISD-201001-13959418,1,10.4900,10.4900,0.4196,10.0704,NULL
182,3546,601809,109153,NULL,"2010-01-13 17:15:09",30355113,ISD-201001-30355113,1,11.4900,11.4900,0.3447,11.1453,NULL
183,7310,608773,676647,NULL,"2011-01-04 15:33:31",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
184,9123,611484,1208609,NULL,"2011-01-09 19:26:22",44645103,OF-249120,1,10.9900,10.9900,0.5495,10.4405,NULL
185,4771,615313,957338,NULL,"2011-01-22 11:06:37",3112122,ISD-201101-3112122,1,4.5900,4.5900,0.1836,4.4064,NULL
186,7120,617712,322204,NULL,"2010-01-27 12:31:57",16630911,ISD-201001-16630911,1,16.9900,16.9900,0.8495,16.1405,NULL
187,7120,617712,322204,NULL,"2010-01-27 12:31:57",44235813,ISD-201001-44235813,1,9.6900,9.6900,0.2907,9.3993,NULL
188,7120,617712,322204,NULL,"2010-01-27 12:31:57",44780811,ISD-201001-44780811,1,13.9900,13.9900,0.4197,13.5703,NULL
189,7120,617712,322204,NULL,"2010-01-27 12:31:57",54711211,OF-891765,1,2.8700,2.8700,0.2870,2.5830,NULL
190,7120,617712,322204,NULL,"2010-01-27 12:31:57",95326911,ISD-201001-95326911,1,3.9900,3.9900,0.1596,3.8304,NULL
191,9438,617712,407317,NULL,"2011-01-09 10:52:22",58553311,ISD-201101-58553311,1,13.9900,13.9900,1.3990,12.5910,NULL
192,3351,619193,170032,NULL,"2011-01-05 20:14:33",59410811,ISD-201101-59410811,1,4.6900,4.6900,0.2345,4.4555,NULL
193,7249,620414,37312,NULL,"2011-01-13 10:43:13",1387157,ISD-201101-1387157,1,5.7900,5.7900,0.2316,5.5584,NULL
194,7249,620414,37312,NULL,"2011-01-13 10:43:13",30507111,ISD-201101-30507111,1,3.9900,3.9900,0.1995,3.7905,NULL
195,3279,628419,320655,NULL,"2010-01-18 13:48:55",1420146,ISD-201001-1420146,1,12.9900,12.9900,0.5196,12.4704,NULL
196,3279,628419,320655,NULL,"2010-01-18 13:48:55",1420151,ISD-201001-1420151,1,12.9900,12.9900,3.2475,9.7425,NULL
197,4083,628419,864501,NULL,"2010-01-17 11:26:45",43501805,ISD-201001-43501805,1,9.9900,9.9900,1.4985,8.4915,NULL
